forward_from,forward_to,count
1478154831,1458480018,75
1440870040,1730851033,75
1839913190,1684266592,75
1412586803,1397620285,75
1647358615,1830047534,74
1668486573,1684266592,74
1641196056,1139279191,74
1681539189,1283479526,74
1625489080,1565564438,74
1479163323,1579470613,73
1625429257,1458480018,73
1300269873,1236887441,73
1161666782,1269602563,73
1375690723,1397620285,73
1458480018,1626824086,73
1463866355,1161666782,72
1735387179,1214168367,71
1161666782,1810182217,71
1263188807,1235779695,71
1600273680,1260577445,71
1285109582,1382991987,71
1478154831,1925286710,71
1440826143,1235779695,70
1161666782,1803626942,70
1781480731,1226363458,70
1506064089,1702908948,70
1767919455,1285109582,70
1200851498,1397620285,70
1458480018,1810182217,70
1440826143,1458480018,69
1179270258,1458480018,69
1310984791,1397620285,69
1226866970,1179742108,69
1377364871,1458480018,69
1125902924,1214168367,68
1487195700,1681539189,68
1377364871,1626824086,68
1641520356,1710801032,68
1331657515,1235779695,68
1346350333,1839913190,67
1681539189,1192193228,67
1625429257,1626824086,67
1523897653,1397620285,67
1381200611,1541969468,67
1884129985,1681539189,67
1458480018,1269602563,66
1202315764,1397620285,66
1321593888,1458480018,66
1497242922,1397620285,66
1610134708,1161666782,66
1773879520,1150849367,66
1179270258,1803626942,66
1894228419,1731206105,66
1326040001,1285109582,66
1971363005,1626824086,65
1609758012,1511484806,64
1192193228,1681539189,63
1681539189,1684266592,63
1810182217,1803626942,63
1280388190,1548348721,62
2022518348,1235779695,62
1154985723,1684266592,61
1225790696,1235779695,61
1948408530,1260577445,61
1701518765,1139279191,61
1158762602,1386149210,59
1256579957,1412586803,59
1837319864,1386149210,59
1516567901,1382991987,59
1349134300,1335927003,59
1839520392,1493281246,59
1458480018,1803626942,58
1641520356,1235779695,58
1497242922,1497242922,58
1549889093,1684266592,58
1238814831,1236887441,58
1161434992,1412586803,58
1529445831,1279979859,57
1656256995,1006487902,57
1241847514,1537563959,57
1440826143,1621097005,57
1455051484,1386149210,57
1226866970,1453972139,56
1858355777,1537563959,56
1766213673,1709192717,56
1226866970,1283783788,56
1706891975,1006487902,56
2141218166,1810182217,56
1263412188,1617509980,56
1226866970,1382909188,55
2141218166,1626824086,55
1680106311,1734629000,55
1308918169,2065146907,55
1858355777,1192193228,55
1006487902,1006487902,55
1669110938,1397620285,55
1626824086,1709192717,54
1172517043,1502674862,54
1415525354,1299511899,54
1807369590,1161666782,54
1803626942,1463866355,53
1766213673,1458480018,53
1625429257,1226363458,53
1230958530,1230958530,53
1467139681,1161666782,53
1229525984,1300351181,53
1386149210,1386149210,53
1235779695,1192193228,52
1277769680,1235779695,52
1179270258,1192193228,52
1971363005,1458480018,51
1560118820,2088031963,51
2129443485,1684266592,51
1235779695,1884129985,51
1150849367,1412586803,51
1268143151,1397620285,51
1830115317,1925286710,51
1626824086,1310984791,50
1884129985,1884129985,50
1233275398,1139279191,50
1732999829,1709192717,49
1347574800,1493281246,49
1241758503,1283479526,49
1580163008,1316544327,49
1238814831,1577592108,49
1344036835,1537563959,49
1335927003,1192193228,48
1692152143,1458480018,48
1310984791,1161666782,48
1946409016,1227310423,48
1871322814,1187228866,47
2097524663,1530205157,47
1847315346,1901753447,47
1358706221,1227310423,47
1283783788,1702908948,47
1226866970,1702908948,47
1684266592,1684266592,46
1924790539,1511484806,46
1872975872,1709192717,46
1362268753,1285109582,45
1676275372,1235779695,45
1884401262,1911156794,45
1668977160,1458480018,45
1452287326,1161666782,45
1963691218,1493281246,45
1716535825,1235779695,45
2086884994,1458480018,44
1283479526,1681539189,44
1426514777,1860107178,44
1549889093,1283479526,44
1834377858,1397620285,44
1781480731,1161666782,44
1564922212,1681539189,44
1269602563,1458480018,43
1625429257,1161666782,43
1810182217,1975274302,43
1154985723,1412586803,43
1466564311,1260577445,43
1709192717,1458480018,43
1310984791,1709192717,42
1310984791,1309335961,42
1751710558,1161666782,42
1889465371,1161666782,42
1478055736,2104843871,42
1692152143,1884129985,42
1843494058,1537563959,42
1290082669,1511484806,42
1856125821,1709192717,42
1452287326,1358564325,42
2035090827,1463866355,41
1458480018,1235779695,41
1571845842,1397620285,41
1157521395,2145546637,41
2036270701,1161666782,41
1617509980,1458480018,41
1159076901,1579470613,41
1558729692,1506399945,41
1226866970,1355811461,40
1530205157,1530205157,40
1676275372,1458480018,40
1681539189,1884129985,40
1616337739,1506399945,40
1597987792,1310984791,40
1709651008,1397620285,40
1371670256,1126621715,40
1316544327,1511484806,40
1479163323,1730851033,40
1871534034,1734629000,39
1394864973,2065146907,39
1394864973,1187228866,39
2045515622,1260577445,39
1419385125,1235779695,39
1422972757,1235779695,39
1374512182,1150849367,39
1288266428,1397620285,39
1810182217,1626824086,39
1925286710,1884129985,39
1192193228,1235779695,39
1466014518,1891315829,39
2069091128,1795781572,38
1182038013,1214168367,38
1161666782,1418626942,38
1161666782,1397620285,38
1522046510,1397620285,38
1975274302,1458480018,38
1862732721,1192193228,38
1391166244,1397620285,38
1422038988,1397620285,38
1839913190,1511484806,38
1919584255,1860107178,38
1626824086,1975274302,38
1227310423,1227310423,38
1754869180,1493732793,37
1796096784,1187228866,37
1150849367,1621097005,37
1310984791,1803626942,37
1402823691,1925286710,37
1277512758,1397620285,37
1226866970,1215579003,37
1458480018,1440826143,37
1399651938,1830047534,36
1750459307,1260577445,36
1676275372,1161666782,36
1136479756,1397620285,36
1161666782,1463866355,36
1202221883,1684266592,36
1822461311,1300269873,36
1282321294,1299511899,36
1684600294,1226363458,36
1767919455,1830047534,36
1580738242,1730851033,35
1605578078,1227310423,35
1963518160,1187228866,35
1688106997,1300351181,35
1930963821,1493281246,35
1594773235,1511484806,35
1518805238,1731206105,35
1620898749,1285109582,35
1185662854,1901753447,35
1335927003,1235779695,35
1273312197,1493281246,35
1521164169,1684266592,35
2129443485,1283479526,35
1150849367,1541969468,35
1642826727,1382991987,34
1288641123,1192193228,34
1982094495,1283479526,34
1582573694,1734629000,34
1948903666,1884129985,34
1638654261,1397620285,34
1626674402,1463866355,34
1161666782,1235779695,34
1684266592,1511484806,34
1394864973,1215579003,34
1568782252,1948159455,34
1726941438,1325230184,34
2087786688,1006487902,34
1807369590,1621097005,34
1684266592,1192193228,34
1316544327,1209682122,33
1479242284,1150849367,33
1461678995,1884129985,33
1569643784,1252903363,33
1779059285,1272678222,33
2022311274,1565564438,33
1189425333,1285109582,33
1695241183,1478055736,33
1412586803,1825253359,33
1884129985,1537563959,33
1343341889,1458480018,33
1418626942,1458480018,33
1224619086,1579470613,33
1478055736,1975274302,33
1871534034,1227310423,33
1825253359,1412586803,33
1432950893,1684266592,32
1451740890,1252903363,32
1344471586,1150856693,32
1235978663,1397620285,32
1440853444,1412586803,32
1243627659,1565564438,32
1891315829,1537563959,32
1412277322,1681539189,32
1480261406,1397620285,32
1802945950,1884129985,32
1983050742,1480191907,32
1718513489,1511484806,32
1489978693,1860107178,32
1187228866,1325230184,32
1690180538,1565564438,31
2077657312,1731206105,31
1463866355,1975274302,31
1373490912,1335927003,31
1281032141,1403222708,31
1386541323,1891315829,31
1677465525,1169523514,31
1649886663,1884129985,31
1758820844,1235779695,31
1684266592,1681539189,31
1901031570,1530205157,31
1919584255,1710801032,31
1655126925,1486488276,31
1655441290,1209682122,31
1310984791,1310984791,31
1694566316,1731206105,31
2053791115,1169523514,31
1395570809,1169523514,31
1419272839,1511484806,30
1557606160,1884129985,30
1296202008,1260577445,30
1216001239,1227310423,30
1298320756,1397620285,30
1226866970,1449718818,30
1314530987,1235779695,30
2088887608,1882849832,30
1374512182,1412586803,29
1314940146,1440826143,29
1407708885,1260577445,29
1215855026,1681539189,29
1648519401,1884129985,29
1458480018,1617509980,29
1214168367,1506399945,29
1557606160,1925286710,29
1268143151,1412586803,29
1316057625,1260577445,29
1161666782,1192193228,29
1459279278,1412586803,29
1988027759,1248811129,29
1395659502,1235779695,29
1430767600,1300269873,29
1467139681,1321593888,29
1288641123,1288641123,29
1579470613,1412586803,28
1091665289,1285109582,28
2036270701,1458480018,28
1197278601,1730851033,28
1732999829,1161666782,28
1304838471,1397620285,28
1729056696,1006487902,28
1199696455,1486488276,28
1493732793,1754869180,28
1412706568,1684266592,28
1391253363,1235779695,28
1458480018,1975274302,28
1616088164,1530205157,28
1402808859,1325230184,28
1246808889,1530205157,28
2048164447,1139279191,28
1851441463,1458480018,28
1488406090,1290208094,28
1243708321,1412586803,28
1626824086,1463866355,27
1639275422,1734629000,27
1807369590,1803626942,27
1641146153,1236887441,27
1187228866,1230958530,27
1891165770,1310984791,27
1222973093,1397620285,27
1795192515,1220769358,27
1764041965,1709192717,27
1726964236,1480191907,27
1681539189,1397620285,27
1975274302,1709192717,27
1820248920,1220769358,27
1141493048,1684266592,27
1617509980,1310984791,26
1920447236,1230958530,26
1860107178,1932035583,26
1343341889,1235779695,26
1345508292,1502674862,26
1889465371,1883299131,26
1320598051,1839913190,26
1198701644,1426547098,26
1285098115,1486488276,26
1160648905,1150849367,26
1251299061,1709192717,26
1347986142,1458480018,26
1896687370,1884129985,26
1805241613,1187228866,26
1216001239,1303598083,26
1406206361,1150849367,26
1187228866,1530205157,26
1181812648,1803626942,25
1226363458,1226363458,25
1750928864,1397620285,25
1946925244,1884129985,25
1499019500,1580163008,25
1653562191,1681539189,25
1226866970,1615442660,25
1440826143,1493732793,25
1440826143,1537563959,25
1343341889,1810182217,25
1963118120,1530205157,25
1537563959,1891315829,25
1683025862,1260577445,25
1506064089,1283783788,25
1894228419,1285109582,25
1526246454,1235779695,25
1807369590,1458480018,25
1903186953,1235779695,25
1408963933,1397620285,25
1754869180,2088031963,25
2104843871,1458480018,25
1619213891,1335927003,25
1553618785,1215579003,25
1647358615,1285109582,25
1620420179,1497242922,25
1377364871,1709192717,25
1228474199,1458480018,25
1499019500,1382991987,25
1392160803,1235779695,24
1486488276,1199696455,24
2011646417,1730851033,24
1216001239,1299511899,24
1668977160,1161666782,24
1692152143,1925286710,24
1891165770,1463866355,24
1627928218,1397620285,24
1680106311,1227310423,24
1329313202,1227310423,24
1677722011,1386149210,24
1414255764,1397620285,24
1002489027,1226363458,24
1754869180,1235233307,24
1536688981,1911156794,24
1285954611,1235779695,23
1839913190,1283479526,23
1971591203,1884129985,23
1386541323,1537563959,23
1214662276,1412586803,23
2134640243,1884129985,23
1614876337,1530205157,23
1651079884,1300351181,23
1327462805,1209682122,23
1429696375,1621097005,23
1883849128,1463866355,23
1654513755,1486488276,23
1386989036,1830047534,23
2119658672,1006487902,23
1575018759,1925286710,23
1155714507,1235779695,23
1372635526,1230958530,23
1461678995,1925286710,23
1877020580,1169523514,23
1154985723,1511484806,23
1411205358,1252903363,23
1291776274,1227310423,23
1655441290,2065146907,23
1209438364,1235779695,22
1202407111,1397620285,22
1288641123,1309335961,22
1067340713,1731206105,22
1712621622,1730851033,22
1374512182,1426547098,22
1187228866,1299511899,22
1851062947,1511484806,22
1463866355,1803626942,22
1317864023,1335927003,22
1310984791,1810182217,22
1452921969,1397620285,22
1602809178,1511484806,22
1803626942,1161666782,22
1565188503,1252903363,22
1309316199,1139279191,22
1404658297,1684266592,22
1848606423,1884129985,22
2104843871,1975274302,22
1226866970,1333231933,22
1398185433,1493281246,22
1412586803,2088031963,22
1600273680,1734629000,22
1272474742,1731206105,22
1215855026,1150849367,22
1325230184,1325230184,22
1773879520,1412586803,22
1326040001,1199696455,22
1820248920,1529445831,21
1316544327,1484530076,21
1186760891,1684266592,21
1150849367,1192193228,21
1310984791,1235779695,21
1452921969,1283479526,21
1318699029,1506399945,21
1382991987,1502674862,21
1884129985,1192193228,21
1358740402,1731206105,21
1406834729,1260577445,21
1272474742,1502674862,21
1184681243,1548348721,21
1157521395,1283479526,21
1256952599,1236887441,21
1343341889,1440826143,21
1322201893,1187228866,21
1795647281,1530205157,21
1467139681,1458480018,21
2045515622,1227310423,21
1570200651,1285109582,21
1837429622,1458480018,20
1839913190,1192193228,20
1189709213,1621097005,20
1820248920,1279979859,20
1440826143,1412586803,20
1960894163,1493732793,20
1816554154,1235779695,20
1211378130,1397620285,20
1261483297,1493281246,20
1220769358,1187228866,20
1493732793,1234685756,20
1285098115,1285109582,20
1216001239,1169523514,20
2121863265,1901753447,20
1997894227,1386149210,20
1220016457,1530205157,20
1472559149,1279979859,20
1839913190,1730851033,20
1227234644,1734629000,20
1228474199,1161666782,20
1510166920,1235779695,20
2032118198,1911156794,20
1229525984,1537563959,20
1695241183,1161666782,20
1405838275,1274590445,20
1111693396,1397620285,20
1334094736,1139279191,20
1540983927,1458480018,20
1734081745,1730851033,20
1310984791,1626824086,20
1683565518,1731206105,20
1179270258,1640635059,20
1291370039,1199696455,19
1190116618,1397620285,19
1463866355,1458480018,19
1361492151,1187228866,19
1229525984,1458480018,19
1639275422,1260577445,19
1412586803,1150849367,19
1597987792,1397620285,19
1545383908,1397620285,19
1259436550,1215579003,19
1743241696,1681539189,19
1303089864,1884129985,19
1537563959,1681539189,19
2044941678,1227310423,19
1325572722,1884129985,19
1813556693,1579470613,19
1136479756,1235779695,19
1891165770,1810182217,19
1605578078,1734629000,19
1226866970,1185662854,19
2098891001,1355811461,19
1226866970,1442734669,19
1172691660,1285109582,19
1722735256,1884129985,19
1476013048,1397620285,19
2086884994,1310984791,19
1218132733,1235779695,19
1172691660,1382991987,19
1467702947,1579470613,19
1877928833,1235779695,19
1977748395,1548348721,19
1924166631,1709192717,19
1432950893,1283479526,19
1926747949,1530205157,19
1288641123,1234685756,19
1398053920,1495425221,18
1618065373,1681539189,18
1531569003,1397620285,18
1871534034,1260577445,18
1346350333,1681539189,18
1161562496,1884129985,18
1394864973,1283783788,18
1374512182,1235779695,18
1312063764,1154985723,18
1883849128,1161666782,18
1344036835,1192193228,18
1929480806,1161666782,18
1655441290,1901753447,18
1095933253,1192193228,18
1537563959,1884129985,18
1626066743,1412586803,18
1262205765,1283479526,18
1957004356,1626824086,18
1508684631,1325230184,18
1709192717,1321593888,17
1463866355,1810182217,17
1412773550,1235779695,17
1575018759,1884129985,17
1514647226,1285109582,17
1754191466,1502674862,17
1256579957,1825253359,17
1192193228,1839913190,17
1761034182,1279979859,17
1327462805,1199696455,17
1736828635,1710801032,17
1478055736,1458480018,17
1241758503,1684266592,17
2081802865,1412586803,17
1809088249,1511484806,17
1689152472,1161666782,17
1452037375,1235779695,17
1374512182,1730851033,17
1560684570,1458480018,17
1240292818,1397620285,17
1523066075,1565564438,17
1179270258,1154985723,17
1398056704,1884129985,17
1889465371,1626824086,17
1597987792,1458480018,17
1946409016,1734629000,17
1187228866,1963518160,17
1531569003,1192193228,17
1484530076,1511484806,17
2077015213,1883299131,17
1074511071,1709192717,17
1930963821,1948159455,17
1436970685,1177375464,17
1422022914,1684266592,17
1531245360,1884129985,17
1341028511,1709192717,17
1653139172,1161666782,17
1394864973,1702908948,17
1486488276,1285109582,17
1977076704,1884129985,17
1485236117,1235779695,17
1418626942,1709192717,16
1226866970,1848615794,16
1751710558,1975274302,16
1691299588,1442734669,16
2110703566,1684266592,16
1544053508,1681539189,16
1580163008,1580163008,16
1584591597,1309335961,16
1847753926,1511484806,16
1722732872,1235233307,16
1653562191,1684266592,16
2110703566,1283479526,16
1395570809,1299511899,16
1801094005,1684266592,16
1452037375,1192193228,16
1912044161,1397620285,16
1310984791,2104843871,16
1150849367,1537563959,16
1289691302,1230958530,16
1458480018,2104843871,16
1308519094,1397620285,16
1279979859,1220769358,16
1476688078,1911156794,16
1375690723,1730851033,16
1829768637,1565564438,16
1458480018,1192193228,16
1459149290,1579470613,16
1472559149,1529445831,16
1249969478,1285109582,16
1229525984,1621097005,16
1490967900,1397620285,16
1654513755,1285109582,16
1754714046,1640635059,16
1108775158,1126621715,16
1193020626,1684266592,16
1327462805,1495425221,16
1226866970,1433229225,16
1531569003,1177375464,16
1754869180,1192193228,16
1213283525,1412586803,16
1175883100,1235233307,16
1626824086,1397620285,16
1744853182,1884129985,16
1154851627,1731206105,16
1293013534,1397620285,16
1883849128,1709192717,16
1953483958,1310984791,16
1047615116,1506399945,16
1763071465,1260577445,15
1669110938,1709192717,15
1412586803,1621097005,15
1226866970,1403222708,15
1160648905,1621097005,15
1326040001,1502674862,15
1229606559,1283479526,15
1856125821,1269602563,15
1458480018,1953483958,15
1265355020,1412586803,15
1225790696,1458480018,15
1930230599,1511484806,15
1230958530,1187228866,15
1209887535,1192193228,15
1851557789,1209682122,15
1490286690,1235233307,15
1562069854,1681539189,15
1462876169,1502674862,15
1452921969,1684266592,15
1702841528,1260577445,15
1381856797,1511484806,15
1675990597,1227310423,15
1569413723,1161666782,15
1234086095,1418626942,15
2111265485,1252903363,15
1499019500,1285109582,15
2102276343,2088031963,15
1839913190,1537563959,15
1661335845,1260577445,15
1684266592,1397620285,15
1195125468,1883299131,15
1529905643,1283479526,15
1758060118,1412586803,15
1414255764,1884129985,15
1746208642,1139279191,15
1167315864,1397620285,15
1440826143,1541969468,15
1820248920,1187228866,15
1610134708,1709192717,15
1531245360,1925286710,15
1334979677,1709192717,15
1520639179,1226363458,15
1761034182,1529445831,15
1569413723,1730851033,15
1587395988,1161666782,15
1216001239,1187228866,14
1791270418,1386149210,14
1754869180,1537563959,14
1934785287,1884129985,14
1197278601,1412586803,14
1179270258,1617509980,14
1872975872,1161666782,14
1921706841,1891315829,14
1478768559,1382991987,14
1638906174,1285109582,14
1897352735,1161666782,14
2044941678,1734629000,14
1892234482,1530205157,14
1312897716,1884129985,14
1652257917,1731206105,14
1355939149,1810182217,14
1478154831,1347986142,14
1641196056,1285109582,14
1231166616,1300351181,14
1626824086,1235779695,14
1193871734,1397620285,14
1676792317,1803626942,14
1161666782,1161666782,14
1277215841,1285109582,14
1192193228,2088031963,14
1254419329,1684266592,14
1499017567,1709192717,14
1358740402,1285109582,14
1229525984,1150849367,14
1161666782,1226363458,14
1161666782,1621097005,14
1794178494,1884129985,14
1248795940,1884129985,14
1620420179,1684266592,14
2033612807,1139279191,14
1440129259,1511484806,14
1412906359,1150849367,14
1202315764,1412586803,14
1620420179,1730851033,14
1643150684,1681539189,14
1288641123,2088031963,14
1288641123,1412586803,14
1425534702,1139279191,14
1303835387,1458480018,14
1306042330,1171570914,14
1262205765,1684266592,14
1791720187,1235779695,14
1288641123,1235779695,14
1493064098,1235779695,14
1493281246,1279979859,14
1676155308,1235779695,14
1433229225,1271143354,14
1361305865,1290208094,14
1552822497,1227310423,14
2035090827,1161666782,14
1599559888,1230958530,14
1091087098,1397620285,14
1155198469,1458480018,14
1265355020,1730851033,14
2068517739,1730851033,14
1161666782,1272678222,14
1238063041,1511484806,14
1858355777,1412586803,14
1436510272,1397620285,14
2049317988,1300351181,13
1309335961,1288641123,13
1320598051,1681539189,13
1412706568,1283479526,13
1489310259,1684266592,13
1544053508,1684266592,13
1625429257,1810182217,13
1626824086,1418626942,13
1229487111,1884129985,13
1537563959,1235779695,13
1395570809,1303598083,13
1944099092,1300351181,13
2125647162,1530205157,13
1775745152,1731206105,13
1430813243,1506399945,13
2005456683,1397620285,13
1886937862,1161666782,13
1385390491,1274590445,13
1481985424,1506399945,13
1226363458,1883299131,13
1754714046,1397620285,13
1636976839,1269602563,13
1411490525,1412586803,13
1466014518,2088031963,13
1688988898,1511484806,13
1440826143,1754869180,13
1166506873,2088031963,13
1692553892,1884129985,13
1241847514,1192193228,13
1452287326,1803626942,13
1150849367,1300351181,13
1178989752,1884129985,13
1451350009,1530205157,13
1161666782,1617509980,13
2036270701,1626824086,13
1206639424,1925286710,13
2029041930,1884129985,13
1502581999,1730851033,13
1551534459,1227310423,13
1361376355,1511484806,13
1316057625,1734629000,13
1479163323,1412586803,13
1193871734,1235233307,13
1446573122,1684266592,13
1708217884,1681539189,13
1684266592,1412586803,13
1315581098,1795647281,13
1479496762,1299511899,13
1243366048,1161666782,13
1347756517,2088031963,13
1178989752,1530205157,13
1440826143,1234685756,13
1671097899,1215579003,13
1265355020,1684266592,13
1269602563,1709192717,13
1456630908,1283479526,13
1478055736,1269602563,13
1815852524,1617509980,13
1192193228,1684266592,13
1137409088,1681539189,13
1348788683,1579470613,13
1365244816,1325230184,13
1178989752,1925286710,12
1395570809,1187228866,12
1324639172,1412586803,12
1466014518,1537563959,12
1470890345,1459217774,12
1157521395,1531569003,12
1226866970,1227310423,12
1684266592,1730851033,12
1659268173,1458480018,12
1626824086,1126621715,12
1948580079,1537563959,12
1220016457,1925286710,12
1468141988,1303598083,12
1218420610,1734629000,12
1722735256,1925286710,12
1161434992,1150849367,12
1440771854,1230958530,12
1368935418,1684266592,12
1151831301,1235779695,12
1150856693,1150856693,12
1511812374,1884129985,12
1605579456,1426547098,12
1908154318,1925286710,12
1413206785,1300269873,12
1161434992,2088031963,12
1726712702,1925286710,12
2037464906,1684266592,12
1726712702,1884129985,12
1526271732,1884129985,12
1440826143,1397620285,12
1440826143,1235233307,12
1919584255,1235779695,12
1206639424,1458480018,12
1192193228,1150849367,12
1918257860,1884129985,12
1960894163,1530205157,12
1676527478,1506399945,12
1436510272,1754869180,12
1252903363,1440826143,12
1684266592,1235779695,12
1544053508,1283479526,12
1544053508,1192193228,12
1434456306,1860107178,12
1298320756,1192193228,12
1433698461,1202024582,12
1538168255,1230958530,12
1250985454,1285109582,12
1288641123,1397620285,12
2128933650,1911156794,12
1803285616,1511484806,12
1318929297,1493281246,12
1154985723,1234685756,12
1806755280,1884129985,12
1981167059,1884129985,12
1405137531,1684266592,12
1385390491,1192193228,12
1496437368,1187228866,12
1458314607,1300269873,12
1769780620,1511812374,12
1411356712,1283479526,12
1378248479,1235779695,12
2141218166,1458480018,12
1807369590,1709192717,12
1286735578,1150849367,12
1458480018,1229525984,12
1136479756,1283479526,12
1655175829,1684266592,11
1631522314,1126621715,11
1732999829,1397620285,11
1404342180,1531569003,11
1419385125,1730851033,11
1948159455,1493281246,11
1155198469,1161666782,11
1802945950,1537563959,11
1600273680,1531569003,11
1429325753,1325230184,11
1222742641,1511484806,11
1653583193,1681539189,11
1653768603,1260577445,11
1248811129,1493732793,11
1580163008,1285109582,11
1451350009,1925286710,11
1655441290,1185662854,11
1958784988,1684266592,11
1396523026,1709192717,11
1585423699,1911156794,11
1701929005,1925286710,11
1150849367,1891315829,11
1269602563,1126621715,11
1237246618,1199696455,11
1453677131,1397620285,11
1730851033,1730851033,11
1458480018,1418626942,11
1440826143,1810182217,11
1841371008,1925286710,11
1652702605,1681539189,11
1803626942,1458480018,11
1967779580,1214168367,11
1449019818,1511484806,11
1796096784,1702908948,11
1267888119,1230958530,11
1187228866,1227310423,11
1670989250,1226363458,11
1285109582,1285109582,11
1940974438,1730851033,11
1712621622,1235233307,11
1204663994,1502674862,11
1862732721,1730851033,11
1374961501,1502674862,11
1496929841,1300351181,11
1546786064,1537563959,11
1088048484,1177375464,11
1754869180,1397620285,11
1668041068,1684266592,11
1486488276,1502674862,11
1684602014,1684266592,11
1209438364,1397620285,11
2137712928,1730851033,11
1676275372,1272678222,11
1159274793,1730851033,11
1877928833,1335927003,11
1179270258,1730851033,11
1278021555,1230958530,11
1924790539,1506399945,11
2057494010,1884129985,11
1889465371,1458480018,11
1891165770,1709192717,11
1288641123,1537563959,11
1876506652,1220016457,11
1277657179,1731206105,11
1205299143,1235779695,11
1941733374,1530205157,11
1288641123,1229525984,11
1189709213,1412586803,11
1489237578,1358706221,11
1297783733,1901753447,11
1394864973,1355811461,11
1670175523,1530205157,11
1377364871,1975274302,11
1322667292,1412586803,11
1679926773,1192193228,11
1395214341,1511484806,11
1220318149,1412586803,11
1382991987,1731206105,11
1540983927,1709192717,11
1192193228,1192193228,11
1856829676,1493732793,11
1713781188,1220769358,11
1381044150,1397620285,11
1279779603,1235779695,11
1857080566,1537563959,11
1773879520,1754869180,11
1412586803,1192193228,10
1499031181,1161666782,10
1671097899,1355811461,10
1006487902,1300269873,10
1303089864,1150849367,10
1158762602,1412586803,10
1373485314,1681539189,10
1872975872,1911156794,10
