forward_from,forward_to,count
1804905770,1259484976,144
1973090987,1259484976,81
1958703743,1259484976,79
1731141767,1259484976,53
1400689598,1259484976,51
1309409559,1259484976,28
1606254367,1259484976,27
1768292617,1259484976,23
1215292658,1259484976,21
1301962344,1259484976,16
1910155003,1259484976,10
1862724187,1259484976,9
1422594647,1259484976,9
1223843057,1259484976,8
1606625424,1259484976,5
1422646676,1259484976,5
1550242102,1259484976,4
1564012790,1259484976,3
1646446376,1259484976,3
1332218554,1259484976,3
1655979710,1259484976,3
1614269632,1259484976,2
1049507817,1259484976,2
1783986700,1259484976,2
2083183611,1259484976,2
1772238161,1259484976,2
2085605636,1259484976,2
1392759909,1259484976,2
1114912074,1259484976,2
1187620806,1259484976,2
1190986829,1259484976,2
1572171702,1259484976,2
1049610340,1259484976,1
1850631337,1259484976,1
1997883763,1259484976,1
1970256187,1832870539,1
1969251461,1259484976,1
1215292658,1832870539,1
1235541026,1259484976,1
1832870539,1259484976,1
1301711481,1259484976,1
1317214607,1259484976,1
1323992627,1259484976,1
1366782055,1259484976,1
1378694795,1259484976,1
1724328030,1259484976,1
1700352017,1259484976,1
1668678283,1259484976,1
1603259782,1259484976,1
